Zm00001d052032_T001	1486	1170.78	1.00547	0.0601926
Zm00001d046016_T001	2546	2230.78	380	11.9392
Zm00001d014294_T028	6330	6014.78	0	0
Zm00001d031671_T001	3492	3176.78	601.748	13.2763
Zm00001d039002_T018	6017	5701.78	0	0
Zm00001d039002_T012	6012	5696.78	0	0
Zm00001d046047_T005	4601	4285.78	0	0
Zm00001d004287_T001	1014	698.776	6	0.601813
Zm00001d047367_T008	3569	3253.78	18.6013	0.400685
Zm00001d025617_T010	717	402.051	1.35383	0.236011
Zm00001d009865_T001	476	162.963	2	0.860179
Zm00001d037810_T015	5917	5601.78	0	0
Zm00001d036016_T001	690	375.168	53	9.90144
Zm00001d029120_T011	3601	3285.78	0	0
Zm00001d029120_T002	4140	3824.78	601.959	11.0309
Zm00001d014911_T002	3535	3219.78	73.5865	1.60185
Zm00001d030479_T001	1515	1199.78	11	0.642601
Zm00001d004009_T002	917	601.904	2.88231	0.335631
Zm00001d032520_T004	3601	3285.78	0	0
Zm00001d006016_T001	486	172.761	1252.81	508.264
Zm00001d024608_T001	1563	1247.78	8.14601	0.457569
Zm00001d044423_T001	375	74.1246	191	180.601
Zm00001d020424_T006	4917	4601.78	0	0
Zm00001d027344_T003	1601	1285.78	221.558	12.0773
Zm00001d028643_T001	1602	1286.78	601.083	32.7401
Zm00001d037518_T008	2633	2317.78	86.0136	2.60102
Zm00001d017768_T005	1838	1522.78	14.8601	0.683967
Zm00001d009726_T002	4917	4601.78	8.86235	0.134981
Zm00001d012707_T006	917	601.904	9.86242	1.14843
Zm00001d008601_T001	683	368.168	230	43.7855
Zm00001d005502_T001	4009	3693.78	7.44601	0.141287
Zm00001d021564_T001	597	282.45	1.39676	0.346601
Zm00001d038200_T001	6328	6012.78	11.3447	0.132241
Zm00001d045692_T027	6328	6012.78	0	0
Zm00001d051001_T001	1601	1285.78	7081.41	386.014
Zm00001d041323_T012	2637	2321.78	19.9332	0.601734
Zm00001d048496_T003	690	375.168	11.0274	2.06014
Zm00001d037321_T015	6327	6011.78	0	0
Zm00001d048856_T005	601	286.421	5.45046	1.33376
Zm00001d021806_T137	5601	5285.78	0	0
Zm00001d021806_T041	6016	5700.78	2.00525e-05	2.46537e-07
Zm00001d052046_T001	917	601.904	0	0
Zm00001d004659_T014	3601	3285.78	43.7835	0.933945
Zm00001d044133_T003	4917	4601.78	60.6125	0.923177
Zm00001d045109_T010	4601	4285.78	229.44	3.75223
Zm00001d051448_T001	1574	1258.78	37	2.06016
Zm00001d050150_T003	4737	4421.78	4.07298	0.0645601
Zm00001d006012_T001	466	153.154	0	0
Zm00001d053852_T001	2783	2467.78	601	17.0694
Zm00001d044044_T002	601	286.421	0	0
Zm00001d013920_T016	3544	3228.78	135.601	2.94356
Zm00001d029654_T006	1872	1556.78	29.6011	1.33269
Zm00001d010790_T074	5917	5601.78	0	0
Zm00001d025706_T002	4917	4601.78	20.9001	0.318325
Zm00001d041889_T137	4601	4285.78	0	0
Zm00001d046626_T001	2958	2642.78	601	15.9391
Zm00001d010158_T001	795	480.005	1	0.146017
Zm00001d006019_T001	660	345.203	21	4.26377
Zm00001d033104_T016	3705	3389.78	56.1096	1.16015
Zm00001d049762_T002	4601	4285.78	33.5013	0.547874
Zm00001d016012_T001	1371	1055.78	0	0
Zm00001d016012_T002	1332	1016.78	0	0
Zm00001d039710_T005	601	286.421	0	0
Zm00001d017700_T009	4010	3694.78	31.7112	0.601553
Zm00001d043789_T005	5239	4923.78	10.2578	0.146018
Zm00001d012338_T001	2254	1938.78	601.563	21.7471
Zm00001d026012_T001	902	586.904	78	9.31486
Zm00001d046456_T007	1342	1026.78	47.7607	3.26019
Zm00001d011447_T005	7601	7285.78	1.89103e-05	1.81916e-07
Zm00001d042601_T001	1270	954.776	40	2.93635
Zm00001d033850_T015	917	601.904	2354.33	274.15
Zm00001d033850_T004	2601	2285.78	1.98683	0.0609222
Zm00001d016402_T025	3917	3601.78	0.368389	0.00716866
Zm00001d039973_T005	1933	1617.78	0.000136601	5.91813e-06
Zm00001d053765_T006	2917	2601.78	61.2062	1.64882
Zm00001d017175_T003	1917	1601.78	0	0
Zm00001d046385_T002	917	601.904	10.5962	1.23387
Zm00001d053301_T003	585	270.477	29.2601	7.58218
Zm00001d032855_T027	2653	2337.78	4.72302	0.141601
Zm00001d009074_T010	3873	3557.78	5.06601	0.0998012
Zm00001d013526_T004	2917	2601.78	30.8098	0.829979
Zm00001d047726_T001	2067	1751.78	115	4.60117
Zm00001d002243_T002	1917	1601.78	1.14473	0.05009
Zm00001d032655_T002	6012	5696.78	0	0
Zm00001d028749_T008	4256	3940.78	8.35516	0.148601
Zm00001d015754_T010	6012	5696.78	0	0
Zm00001d018386_T001	1911	1595.78	601.303	26.4101
Zm00001d008906_T009	3705	3389.78	16.8598	0.348601
Zm00001d013442_T053	6016	5700.78	0	0
Zm00001d013442_T004	6327	6011.78	620.173	7.23034
Zm00001d047443_T003	893	577.904	433.711	52.601
Zm00001d037233_T001	3036	2720.78	23.3596	0.601757
Zm00001d042968_T003	877	561.904	14.9132	1.86019
Zm00001d022190_T008	1464	1148.78	8.9494	0.546019
Zm00001d006017_T001	1317	1001.78	4	0.279858
Zm00001d053515_T009	2917	2601.78	353.947	9.53491
Zm00001d036013_T002	2154	1838.78	0	0
Zm00001d036013_T005	2639	2323.78	4.33962	0.13089
Zm00001d036013_T003	2429	2113.78	16.3093	0.540786
Zm00001d036013_T007	1910	1594.78	0	0
Zm00001d036013_T008	644	329.237	0	0
Zm00001d036013_T004	2379	2063.78	1825.57	61.9991
Zm00001d036013_T006	1999	1683.78	0	0
Zm00001d036013_T001	2118	1802.78	0.00366659	0.000142551
Zm00001d006751_T003	3167	2851.78	55.6015	1.36653
Zm00001d013223_T001	1878	1562.78	601.063	26.957
Zm00001d009562_T017	6010	5694.78	0	0
Zm00001d026176_T007	1601	1285.78	0	0
Zm00001d046017_T001	1927	1611.78	0	0
Zm00001d046017_T002	2170	1854.78	0	0
Zm00001d049171_T001	1917	1601.78	0.0285395	0.0012488
Zm00001d002817_T006	3601	3285.78	2.64077	0.0563302
Zm00001d023601_T002	1090	774.776	0	0
Zm00001d023601_T003	1325	1009.78	0	0
Zm00001d023601_T001	998	682.776	0	0
Zm00001d039673_T019	2601	2285.78	0	0
Zm00001d006108_T007	2193	1877.78	0.000428969	1.60115e-05
Zm00001d051601_T001	799	483.957	0	0
Zm00001d041056_T004	3035	2719.78	7.12601	0.183638
Zm00001d039303_T001	917	601.904	23	2.67824
Zm00001d041420_T007	3163	2847.78	108.601	2.67286
Zm00001d004053_T020	5601	5285.78	0	0
Zm00001d017946_T027	6015	5699.78	0	0
Zm00001d008472_T001	601	286.421	0	0
Zm00001d039601_T001	2547	2231.78	0	0
Zm00001d016806_T001	1917	1601.78	153	6.69481
Zm00001d042344_T007	1601	1285.78	0	0
Zm00001d044164_T007	1917	1601.78	1.64001	0.0717619
Zm00001d049610_T002	938	622.904	6.63009	0.746014
Zm00001d033502_T003	1601	1285.78	4.20993	0.229487
Zm00001d033625_T083	6332	6016.78	0	0
Zm00001d011152_T048	2264	1948.78	0.0460138	0.00165491
Zm00001d006549_T019	4917	4601.78	0	0
Zm00001d047181_T003	2891	2575.78	0.468936	0.0127601
Zm00001d017872_T002	1917	1601.78	0	0
Zm00001d017872_T024	2339	2023.78	17.7463	0.614601
Zm00001d019881_T015	6328	6012.78	0.156483	0.00182406
Zm00001d011981_T020	6017	5701.78	0	0
Zm00001d008725_T009	2601	2285.78	0	0
Zm00001d051929_T003	1100	784.776	2.47601	0.221134
Zm00001d003157_T001	2346	2030.78	6012.8	207.522
Zm00001d033872_T002	2097	1781.78	6	0.236019
Zm00001d033601_T001	711	396.13	0	0
Zm00001d037624_T001	1917	1601.78	25.043	1.0958
Zm00001d022041_T006	2917	2601.78	0	0
Zm00001d038302_T077	6014	5698.78	12.2732	0.150947
Zm00001d017601_T003	1065	749.776	15.5568	1.45425
Zm00001d017601_T002	1383	1067.78	0	0
Zm00001d017601_T001	1471	1155.78	1791.44	108.637
Zm00001d028746_T004	1732	1416.78	0.105841	0.00523601
Zm00001d037864_T019	3917	3601.78	0	0
Zm00001d030627_T001	2399	2083.78	0.601638	0.0202364
Zm00001d045760_T008	2289	1973.78	7.60133	0.269923
Zm00001d037700_T013	2813	2497.78	13.6349	0.382601
Zm00001d044649_T017	6018	5702.78	0	0
Zm00001d002313_T002	3879	3563.78	386.529	7.60187
Zm00001d039321_T001	4816	4500.78	2.16011	0.0336385
Zm00001d044498_T009	3601	3285.78	22.1826	0.473177
Zm00001d040305_T001	4917	4601.78	0	0
Zm00001d047256_T003	2550	2234.78	39.6017	1.24202
Zm00001d028572_T005	1601	1285.78	9.03638	0.492581
Zm00001d049210_T004	6014	5698.78	0	0
Zm00001d026673_T001	537	222.969	21	6.6012
Zm00001d007434_T005	6406	6090.78	139.21	1.60194
Zm00001d009496_T001	859	543.904	601.862	77.5574
Zm00001d030106_T048	2442	2126.78	0.906018	0.0298582
Zm00001d026014_T002	1076	760.776	0	0
Zm00001d026014_T001	1218	902.776	561	43.5543
Zm00001d043700_T007	672	357.168	5.60117	1.09914
Zm00001d009927_T009	1540	1224.78	42.5601	2.43553
Zm00001d027307_T038	4917	4601.78	0.00022562	3.43637e-06
Zm00001d029366_T001	984	668.776	9.08002	0.951601
Zm00001d029454_T006	3601	3285.78	10.1543	0.2166
Zm00001d006014_T001	1381	1065.78	0	0
Zm00001d040193_T071	6330	6014.78	0	0
Zm00001d011928_T002	917	601.904	46.1211	5.37058
Zm00001d045733_T002	917	601.904	0	0
Zm00001d036014_T001	1899	1583.78	1	0.0442542
Zm00001d007500_T033	4601	4285.78	0	0
Zm00001d020958_T001	1267	951.776	19.8277	1.46011
Zm00001d034562_T001	1601	1285.78	177.703	9.68675
Zm00001d009872_T008	1301	985.776	2.19435	0.156019
Zm00001d023238_T002	2601	2285.78	564.795	17.3183
Zm00001d011099_T018	3917	3601.78	0	0
Zm00001d038257_T005	6335	6019.78	0	0
Zm00001d025640_T002	1351	1035.78	20.9601	1.41832
Zm00001d036919_T013	2053	1737.78	21.3274	0.860185
Zm00001d036965_T004	1601	1285.78	14.7888	0.806152
Zm00001d053018_T003	1601	1285.78	72.2809	3.9401
Zm00001d027619_T003	917	601.904	16.3144	1.89974
Zm00001d018134_T002	1439	1123.78	3.36017	0.209571
Zm00001d033646_T011	1601	1285.78	0	0
Zm00001d035769_T001	344	60.736	1.60601	1.85332
Zm00001d007601_T001	519	205.163	0	0
Zm00001d016011_T001	333	57.0235	1	1.22912
Zm00001d031950_T001	168	44.4707	0.55582	0.87601
Zm00001d049670_T001	1134	818.776	1	0.0856019
Zm00001d051411_T001	390	83.4957	7	5.87601
Zm00001d012525_T088	3601	3285.78	32.4229	0.691612
Zm00001d012525_T015	6529	6213.78	14.1976	0.160143
Zm00001d052675_T012	3377	3061.78	33.2081	0.760185
Zm00001d016167_T002	1483	1167.78	1.00247	0.0601671
Zm00001d049757_T001	1917	1601.78	0	0
Zm00001d024072_T001	917	601.904	0	0
Zm00001d005052_T004	4917	4601.78	1.35419	0.0206254
Zm00001d031232_T075	3639	3323.78	85.6601	1.80632
Zm00001d034840_T002	1620	1304.78	85.6613	4.60148
Zm00001d047423_T001	1485	1169.78	10.9488	0.656011
Zm00001d008178_T026	4014	3698.78	93.7246	1.77601
Zm00001d043418_T112	6015	5699.78	0	0
Zm00001d037898_T009	2751	2435.78	3.46142	0.0996015
Zm00001d016015_T001	2313	1997.78	0	0
Zm00001d002414_T001	917	601.904	0	0
Zm00001d014759_T001	1917	1601.78	329	14.396
Zm00001d027723_T002	2533	2217.78	9.00601	0.284619
Zm00001d019226_T003	2892	2576.78	5.60161e-08	1.52365e-09
Zm00001d035093_T026	4042	3726.78	6.60153	0.124154
Zm00001d024571_T003	601	286.421	232.735	56.9514
Zm00001d009718_T001	795	480.005	1	0.146017
Zm00001d022527_T011	5917	5601.78	0	0
Zm00001d049403_T007	2917	2601.78	0	0
Zm00001d004541_T006	2917	2601.78	0	0
Zm00001d026118_T030	6329	6013.78	0	0
Zm00001d024601_T003	4072	3756.78	48.1795	0.898868
Zm00001d024601_T006	2837	2521.78	0	0
Zm00001d024601_T004	3783	3467.78	196.11	3.96366
Zm00001d024601_T002	4072	3756.78	178.711	3.33414
Zm00001d044023_T009	6016	5700.78	15.7272	0.193359
Zm00001d038601_T001	408	97.5407	0	0
Zm00001d036010_T001	4075	3759.78	24.9691	0.465467
Zm00001d036010_T003	3520	3204.78	244.031	5.33698
Zm00001d003329_T010	4780	4464.78	5.32556	0.0836015
Zm00001d003329_T005	2925	2609.78	0.00601272	0.000161479
Zm00001d026030_T014	1917	1601.78	0	0
Zm00001d029087_T013	2822	2506.78	22.7327	0.635601
Zm00001d026010_T010	3254	2938.78	502.568	11.9861
Zm00001d026010_T002	5763	5447.78	0	0
Zm00001d026010_T007	3568	3252.78	32.2587	0.69509
Zm00001d026010_T001	5468	5152.78	0	0
Zm00001d026010_T011	3337	3021.78	25.4001	0.589144
Zm00001d026010_T003	2788	2472.78	52.9042	1.49953
Zm00001d026010_T004	3182	2866.78	161.638	3.95184
Zm00001d026010_T005	1053	737.776	280.028	26.6027
Zm00001d026010_T009	3573	3257.78	0	0
Zm00001d026010_T012	2341	2025.78	0	0
Zm00001d026010_T008	3594	3278.78	0	0
Zm00001d026010_T006	3645	3329.78	71.2023	1.49874
Zm00001d040390_T002	923	607.904	12.3601	1.42507
Zm00001d033776_T007	4601	4285.78	0	0
Zm00001d048823_T003	3917	3601.78	0	0
Zm00001d016014_T001	1218	902.776	0	0
Zm00001d035462_T001	1601	1285.78	7	0.381576
Zm00001d025156_T001	987	671.776	36	3.75601
Zm00001d023581_T003	2601	2285.78	0	0
Zm00001d006541_T004	917	601.904	0	0
Zm00001d013652_T012	2917	2601.78	15.9214	0.428903
Zm00001d020488_T001	2883	2567.78	1.26018	0.0343973
Zm00001d048049_T002	6011	5695.78	0	0
Zm00001d052878_T001	1302	986.776	12.7601	0.906324
Zm00001d032828_T002	2601	2285.78	0	0
Zm00001d048137_T006	1917	1601.78	0	0
Zm00001d002873_T005	619	304.332	54.7147	12.601
Zm00001d027682_T002	2175	1859.78	15.9501	0.601105
Zm00001d005002_T002	1917	1601.78	131	5.73216
Zm00001d037950_T004	5843	5527.78	7.57236	0.0960128
Zm00001d039047_T011	3601	3285.78	6.41336	0.136803
Zm00001d022276_T009	6018	5702.78	3.02233	0.0371453
Zm00001d031601_T001	1242	926.776	6	0.453759
Zm00001d014900_T060	4678	4362.78	7.36013	0.118242
Zm00001d017505_T020	6016	5700.78	0	0
Zm00001d023943_T012	1937	1621.78	152.759	6.60182
Zm00001d050038_T001	601	286.421	0	0
Zm00001d028208_T013	3917	3601.78	17.4241	0.339065
Zm00001d028208_T019	5601	5285.78	0	0
Zm00001d024836_T001	603	288.421	2	0.486017
Zm00001d037100_T001	4311	3995.78	7.06015	0.12384
Zm00001d006607_T029	5786	5470.78	0.394967	0.00506012
Zm00001d045445_T002	1970	1654.78	71.6016	3.03272
Zm00001d016518_T052	6012	5696.78	0	0
Zm00001d010710_T006	4969	4653.78	11.4601	0.172596
Zm00001d006408_T002	2560	2244.78	47.2731	1.47601
Zm00001d040601_T001	3120	2804.78	0	0
